sentence_id,psa_id,Domain,source_text,token_count,Source,status
psa_2026_003479_s02,psa_2026_003479,Education,Act before 15 November 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003479_s03,psa_2026_003479,Education,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003480_s01,psa_2026_003480,Agriculture,County Department of Agriculture: Traders are advised to plant drought-tolerant varieties recommended for this season.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003480_s02,psa_2026_003480,Agriculture,Registration closes on 4 March 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003480_s03,psa_2026_003480,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003481_s01,psa_2026_003481,Health,Kenya Red Cross advises pregnant women to register for SHA cover through official channels only in Turkana County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003481_s02,psa_2026_003481,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003482_s01,psa_2026_003482,Security,The Kenya Wildlife Service reminds drivers to use only designated crossing points during heavy rains.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003482_s02,psa_2026_003482,Security,Act before 10 October 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003482_s03,psa_2026_003482,Security,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003483_s01,psa_2026_003483,Agriculture,Ministry of Agriculture advises farmers to follow grazing advisories during the drought period in Nairobi County.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003483_s02,psa_2026_003483,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003484_s01,psa_2026_003484,Education,Ministry of Education reminds candidates to update contact details for scholarship communication.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003484_s02,psa_2026_003484,Education,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003485_s01,psa_2026_003485,Agriculture,KALRO urges farmers to avoid fake fertiliser and buy only from licensed agrovets.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003485_s02,psa_2026_003485,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003486_s01,psa_2026_003486,Health,Kenya Red Cross requests members of the public to boil drinking water during the current advisory period.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003486_s02,psa_2026_003486,Health,Act before 21 October 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003486_s03,psa_2026_003486,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003487_s01,psa_2026_003487,Agriculture,"Ministry of Agriculture: Cooperative members are advised to store harvested produce in dry, secure facilities.",15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003487_s02,psa_2026_003487,Agriculture,Act before 5 March 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003487_s03,psa_2026_003487,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003488_s01,psa_2026_003488,Education,TSC warns parents and guardians to update contact details for scholarship communication in Kiambu County.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003488_s02,psa_2026_003488,Education,Act before 12 August 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003488_s03,psa_2026_003488,Education,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003489_s01,psa_2026_003489,Health,Ministry of Health urges health workers to register for SHA cover through official channels only in Mombasa County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003489_s02,psa_2026_003489,Health,Registration closes on 16 June 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003489_s03,psa_2026_003489,Health,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003490_s01,psa_2026_003490,Agriculture,KEPHIS urges cooperative members to avoid fake fertiliser and buy only from licensed agrovets in Mombasa County.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003490_s02,psa_2026_003490,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003491_s01,psa_2026_003491,Education,The KUCCPS reminds school heads to complete HELB loan applications before the deadline.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003491_s02,psa_2026_003491,Education,Registration closes on 18 September 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003491_s03,psa_2026_003491,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003492_s01,psa_2026_003492,Agriculture,"NDMA urges farmers to store harvested produce in dry, secure facilities.",11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003492_s02,psa_2026_003492,Agriculture,Act before 12 April 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003492_s03,psa_2026_003492,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003493_s01,psa_2026_003493,Agriculture,The County Department of Agriculture reminds cooperative members to plant drought-tolerant varieties recommended for this season.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003493_s02,psa_2026_003493,Agriculture,Registration closes on 2 August 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003493_s03,psa_2026_003493,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003494_s01,psa_2026_003494,Security,The Kenya Wildlife Service reminds drivers to keep children away from flooded rivers and open drains.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003494_s02,psa_2026_003494,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003495_s01,psa_2026_003495,Agriculture,"The NDMA reminds livestock keepers to store harvested produce in dry, secure facilities.",13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003495_s02,psa_2026_003495,Agriculture,Act before 14 December 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003495_s03,psa_2026_003495,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003496_s01,psa_2026_003496,Education,TSC warns parents and guardians to collect examination cards from designated centres only.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003496_s02,psa_2026_003496,Education,Act before 14 January 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003496_s03,psa_2026_003496,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003497_s01,psa_2026_003497,Security,NDMA urges motorists to follow official weather advisories before travel in Turkana County.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003497_s02,psa_2026_003497,Security,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003498_s01,psa_2026_003498,Security,Kenya Meteorological Department warns drivers to evacuate low-lying areas when flood alerts are issued.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003498_s02,psa_2026_003498,Security,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003499_s01,psa_2026_003499,Agriculture,KEPHIS warns traders to avoid fake fertiliser and buy only from licensed agrovets.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003499_s02,psa_2026_003499,Agriculture,Act before 23 September 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003499_s03,psa_2026_003499,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003500_s01,psa_2026_003500,Agriculture,"NDMA warns livestock keepers to store harvested produce in dry, secure facilities.",12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003500_s02,psa_2026_003500,Agriculture,Registration closes on 5 September 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003500_s03,psa_2026_003500,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003501_s01,psa_2026_003501,Health,Kenya Red Cross warns members of the public to register for SHA cover through official channels only.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003501_s02,psa_2026_003501,Health,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003502_s01,psa_2026_003502,Agriculture,KEPHIS requests traders to follow grazing advisories during the drought period in Mombasa County.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003502_s02,psa_2026_003502,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003503_s01,psa_2026_003503,Security,NTSA warns members of the public to observe the road safety rules and avoid overspeeding.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003503_s02,psa_2026_003503,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003504_s01,psa_2026_003504,Education,Ministry of Education urges candidates to ensure learners report to school with required documents in Kakamega County.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003504_s02,psa_2026_003504,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003505_s01,psa_2026_003505,Security,National Police Service: Drivers are advised to observe the road safety rules and avoid overspeeding.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003505_s02,psa_2026_003505,Security,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003506_s01,psa_2026_003506,Governance,The National Treasury warns job applicants to ignore unverified social media claims and rely on official notices.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003506_s02,psa_2026_003506,Governance,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003507_s01,psa_2026_003507,Health,County Department of Health requests members of the public to register for SHA cover through official channels only in Kiambu County.,21,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003507_s02,psa_2026_003507,Health,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003508_s01,psa_2026_003508,Health,County Department of Health warns members of the public to avoid unnecessary travel to affected areas.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003508_s02,psa_2026_003508,Health,Registration closes on 17 February 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003508_s03,psa_2026_003508,Health,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003509_s01,psa_2026_003509,Security,The NTSA reminds members of the public to report suspicious activity to the nearest police station.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003509_s02,psa_2026_003509,Security,Registration closes on 20 November 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003509_s03,psa_2026_003509,Security,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003510_s01,psa_2026_003510,Agriculture,"County Department of Agriculture: Cooperative members are advised to store harvested produce in dry, secure facilities.",16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003510_s02,psa_2026_003510,Agriculture,Registration closes on 19 May 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003510_s03,psa_2026_003510,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003511_s01,psa_2026_003511,Agriculture,KALRO urges traders to follow grazing advisories during the drought period in Machakos County.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003511_s02,psa_2026_003511,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003512_s01,psa_2026_003512,Health,Kenya Red Cross warns health workers to seek medical care immediately if symptoms appear.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003512_s02,psa_2026_003512,Health,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003513_s01,psa_2026_003513,Education,Ministry of Education: Parents and guardians are advised to update contact details for scholarship communication.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003513_s02,psa_2026_003513,Education,Act before 26 July 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003513_s03,psa_2026_003513,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003514_s01,psa_2026_003514,Security,NTSA requests residents to observe the road safety rules and avoid overspeeding.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003514_s02,psa_2026_003514,Security,Act before 9 June 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003514_s03,psa_2026_003514,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003515_s01,psa_2026_003515,Education,KUCCPS: Students are advised to confirm school placement results on the official portal.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003515_s02,psa_2026_003515,Education,Act before 21 November 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003515_s03,psa_2026_003515,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003516_s01,psa_2026_003516,Education,TSC warns school heads to complete HELB loan applications before the deadline.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003516_s02,psa_2026_003516,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003517_s01,psa_2026_003517,Education,KUCCPS urges candidates to avoid exam malpractice and report any malpractice attempts.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003517_s02,psa_2026_003517,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003518_s01,psa_2026_003518,Agriculture,"NDMA reminds traders to store harvested produce in dry, secure facilities in Turkana County.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003518_s02,psa_2026_003518,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003519_s01,psa_2026_003519,Security,Kenya Meteorological Department: Farmers in arid areas are advised to follow official weather advisories before travel.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003519_s02,psa_2026_003519,Security,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003520_s01,psa_2026_003520,Agriculture,KALRO warns farmers to plant drought-tolerant varieties recommended for this season.,11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003520_s02,psa_2026_003520,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003521_s01,psa_2026_003521,Governance,The Communications Authority of Kenya reminds voters to report corruption through the official hotline.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003521_s02,psa_2026_003521,Governance,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003522_s01,psa_2026_003522,Education,KUCCPS warns candidates to ensure learners report to school with required documents.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003522_s02,psa_2026_003522,Education,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003523_s01,psa_2026_003523,Health,Ministry of Health warns parents and caregivers to complete routine immunization for children under five.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003523_s02,psa_2026_003523,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003524_s01,psa_2026_003524,Agriculture,The NDMA reminds farmers to plant drought-tolerant varieties recommended for this season.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003524_s02,psa_2026_003524,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003525_s01,psa_2026_003525,Agriculture,KEPHIS: Livestock keepers are advised to plant drought-tolerant varieties recommended for this season.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003525_s02,psa_2026_003525,Agriculture,Act before 20 June 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003525_s03,psa_2026_003525,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003526_s01,psa_2026_003526,Education,KNEC reminds candidates to ensure learners report to school with required documents.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003526_s02,psa_2026_003526,Education,Registration closes on 3 March 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003526_s03,psa_2026_003526,Education,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003527_s01,psa_2026_003527,Security,The Ministry of Interior reminds farmers in arid areas to evacuate low-lying areas when flood alerts are issued.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003527_s02,psa_2026_003527,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003528_s01,psa_2026_003528,Agriculture,County Department of Agriculture: Farmers are advised to vaccinate livestock according to the county schedule.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003528_s02,psa_2026_003528,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003529_s01,psa_2026_003529,Education,KNEC: School heads are advised to complete HELB loan applications before the deadline.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003529_s02,psa_2026_003529,Education,Act before 23 April 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003529_s03,psa_2026_003529,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003530_s01,psa_2026_003530,Agriculture,The KALRO reminds farmers to plant drought-tolerant varieties recommended for this season.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003530_s02,psa_2026_003530,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003531_s01,psa_2026_003531,Education,KNEC warns parents and guardians to confirm school placement results on the official portal.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003531_s02,psa_2026_003531,Education,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003532_s01,psa_2026_003532,Agriculture,NDMA warns farmers to vaccinate livestock according to the county schedule in Nyeri County.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003532_s02,psa_2026_003532,Agriculture,Registration closes on 25 April 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003532_s03,psa_2026_003532,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003533_s01,psa_2026_003533,Education,The KNEC reminds students to complete HELB loan applications before the deadline.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003533_s02,psa_2026_003533,Education,Act before 13 November 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003533_s03,psa_2026_003533,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003534_s01,psa_2026_003534,Education,Ministry of Education requests students to confirm school placement results on the official portal in Garissa County.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003534_s02,psa_2026_003534,Education,Registration closes on 8 January 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003534_s03,psa_2026_003534,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003535_s01,psa_2026_003535,Health,Kenya Red Cross requests parents and caregivers to complete routine immunization for children under five in Machakos County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003535_s02,psa_2026_003535,Health,Act before 27 March 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003535_s03,psa_2026_003535,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003536_s01,psa_2026_003536,Education,The KNEC reminds school heads to confirm school placement results on the official portal.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003536_s02,psa_2026_003536,Education,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003537_s01,psa_2026_003537,Education,HELB: Students are advised to avoid exam malpractice and report any malpractice attempts.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003537_s02,psa_2026_003537,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003538_s01,psa_2026_003538,Security,NTSA warns motorists to keep children away from flooded rivers and open drains.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003538_s02,psa_2026_003538,Security,Act before 12 December 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003538_s03,psa_2026_003538,Security,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003539_s01,psa_2026_003539,Agriculture,KEPHIS warns cooperative members to follow grazing advisories during the drought period.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003539_s02,psa_2026_003539,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003540_s01,psa_2026_003540,Health,Social Health Authority warns pregnant women to register for SHA cover through official channels only.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003540_s02,psa_2026_003540,Health,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003541_s01,psa_2026_003541,Agriculture,NDMA requests livestock keepers to follow grazing advisories during the drought period in Machakos County.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003541_s02,psa_2026_003541,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003542_s01,psa_2026_003542,Agriculture,"NDMA warns farmers to store harvested produce in dry, secure facilities.",11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003542_s02,psa_2026_003542,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003543_s01,psa_2026_003543,Agriculture,County Department of Agriculture advises cooperative members to follow grazing advisories during the drought period in Kiambu County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003543_s02,psa_2026_003543,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003544_s01,psa_2026_003544,Agriculture,NDMA warns livestock keepers to avoid fake fertiliser and buy only from licensed agrovets.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003544_s02,psa_2026_003544,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003545_s01,psa_2026_003545,Education,Ministry of Education warns candidates to complete HELB loan applications before the deadline.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003545_s02,psa_2026_003545,Education,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003546_s01,psa_2026_003546,Agriculture,KEPHIS urges livestock keepers to report pest outbreaks to the nearest agricultural officer in Kisumu County.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003546_s02,psa_2026_003546,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003547_s01,psa_2026_003547,Security,National Police Service requests motorists to observe the road safety rules and avoid overspeeding.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003547_s02,psa_2026_003547,Security,Registration closes on 15 July 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003547_s03,psa_2026_003547,Security,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003548_s01,psa_2026_003548,Agriculture,Ministry of Agriculture warns cooperative members to follow grazing advisories during the drought period in Nyeri County.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003548_s02,psa_2026_003548,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_003549_s01,psa_2026_003549,Education,KUCCPS urges students to ensure learners report to school with required documents.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
