pair_id,psa_id,Domain,source_lang,target_lang,source_text,target_text,method,confidence,verified,Source,Metadata
guz_tpl_002438,psa_2026_002519,Education,en,guz,Failure to comply may attract penalties under applicable laws.,KNEC nigo ekoransia abakori ba emebero go korusia ebirengo bia chisuomi goika portal ya goseka. Korusia goika chinsa 7. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002519_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002439,psa_2026_002520,Agriculture,en,guz,"County Department of Agriculture: Livestock keepers are advised to store harvested produce in dry, secure facilities.",County Department of Agriculture nigo ekoragereria abaremi ba ching'ombe go kobeka ebirimo birete goika chisukuru chirekeire. Rituko: 23 March 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002520_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002440,psa_2026_002520,Agriculture,en,guz,Act before 11 November 2026 to avoid penalties.,NDMA nigo ekoragereria abahini go goserera ebirimo bikonyora omuya bw'omwaka oyo. Korusia goika chinsa 7. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002520_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002441,psa_2026_002520,Agriculture,en,guz,Failure to comply may attract penalties under applicable laws.,"Ministry of Agriculture nigo ekoiria abagori go goserera ebirimo bikonyora omuya bw'omwaka oyo. Rituko: 15 January 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002520_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002442,psa_2026_002521,Security,en,guz,Kenya Wildlife Service warns farmers in arid areas to use only designated crossing points during heavy rains.,"ALERT. Kenya Wildlife Service nigo ekoransia abari ba emechoro go gokora amachiko a emechoro na gotiga gotanga goika Mombasa County. Korusia goika chinsa 7. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002521_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002443,psa_2026_002521,Security,en,guz,Failure to comply may attract penalties under applicable laws.,"ADVISORY. Kenya Meteorological Department nigo ekoiria abanto ba chisukuru go gokora amachiko a emechoro na gotiga gotanga. Korusia goika chinsa 7. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002521_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002444,psa_2026_002522,Agriculture,en,guz,The KEPHIS reminds farmers to report pest outbreaks to the nearest agricultural officer.,KEPHIS nigo ekoiria abahini go gotera ebirware bia ebirimo goika omorori bw'obuhini. Rituko: 20 October 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002522_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002445,psa_2026_002522,Agriculture,en,guz,Act before 25 February 2026 to avoid penalties.,ADVISORY. County Department of Agriculture nigo ekoiria abahini go goserera ebirimo bikonyora omuya bw'omwaka oyo. Kobwata gotanga 17 October 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002522_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002446,psa_2026_002522,Agriculture,en,guz,Further updates will be shared through official government platforms.,NDMA nigo ekoragereria abaremi ba ching'ombe go goserera ebirimo bikonyora omuya bw'omwaka oyo. Kobwata gotanga 4 November 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002522_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002447,psa_2026_002523,Agriculture,en,guz,The KEPHIS reminds farmers to plant drought-tolerant varieties recommended for this season.,ALERT. KEPHIS nigo ekoransia abanto ba chikooperati go goserera ebirimo bikonyora omuya bw'omwaka oyo goika Kisii County. Rituko: 4 July 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002523_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002448,psa_2026_002523,Agriculture,en,guz,The public is hereby informed to disregard rumours not issued through official channels.,ALERT. KEPHIS nigo ekoransia abaremi ba ching'ombe go goserera ebirimo bikonyora omuya bw'omwaka oyo goika Kisii County. Rituko: 19 August 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002523_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002449,psa_2026_002524,Security,en,guz,Kenya Wildlife Service: Motorists are advised to evacuate low-lying areas when flood alerts are issued.,Kenya Wildlife Service nigo ekoransia abanto bonsi go gotuma chisukuru chiria chiina amache buna alert yabwate. Ororagererio rwa rero rwatangire buna. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002524_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002450,psa_2026_002524,Security,en,guz,Registration closes on 24 June 2026.,"ADVISORY. NDMA nigo ekoiria abanto bonsi go gokora amachiko a emechoro na gotiga gotanga. Kobwata gotanga 23 February 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002524_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002451,psa_2026_002524,Security,en,guz,The public is hereby informed to disregard rumours not issued through official channels.,ALERT. Kenya Meteorological Department nigo ekoransia abanto ba chisukuru go gokora amachiko a emechoro na gotiga gotanga goika Kisumu County. Rituko: 2 August 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002524_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002452,psa_2026_002525,Agriculture,en,guz,Ministry of Agriculture advises cooperative members to follow grazing advisories during the drought period in Garissa County.,"ADVISORY. Ministry of Agriculture nigo ekoiria abanto ba chikooperati go goserera ebirimo bikonyora omuya bw'omwaka oyo. Rituko: 2 July 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002525_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002453,psa_2026_002525,Agriculture,en,guz,Further updates will be shared through official government platforms.,KEPHIS nigo ekoiria abahini go goserera ebirimo bikonyora omuya bw'omwaka oyo. Rituko: 22 June 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002525_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002454,psa_2026_002526,Security,en,guz,The Ministry of Interior reminds motorists to use only designated crossing points during heavy rains.,Ministry of Interior nigo ekoransia abari ba emechoro go gokora amachiko a emechoro na gotiga gotanga. Rituko: 24 January 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002526_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002455,psa_2026_002526,Security,en,guz,Further updates will be shared through official government platforms.,ADVISORY. Ministry of Interior nigo ekoiria abanto bonsi go gokora amachiko a emechoro na gotiga gotanga. Rituko: 10 May 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002526_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002456,psa_2026_002527,Agriculture,en,guz,Ministry of Agriculture urges farmers to vaccinate livestock according to the county schedule in Nakuru County.,Ministry of Agriculture nigo ekoransia abaremi ba ching'ombe go kobwata chinsa chia ching'ombe buna schedule ya county. Kobwata gotanga 17 September 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002527_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002457,psa_2026_002527,Agriculture,en,guz,The public is hereby informed to disregard rumours not issued through official channels.,"ADVISORY. KEPHIS nigo ekoiria abanto ba chikooperati go goserera ebirimo bikonyora omuya bw'omwaka oyo. Kobwata gotanga 6 September 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002527_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002458,psa_2026_002528,Health,en,guz,Social Health Authority requests parents and caregivers to seek medical care immediately if symptoms appear in Nyeri County.,Social Health Authority nigo ekoragereria abanto bonsi go gosa oborwaria bwango buna oborware bwabwate. Rituko: 11 August 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002528_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002459,psa_2026_002528,Health,en,guz,Failure to comply may attract penalties under applicable laws.,"Kenya Red Cross nigo ekoransia abanto bonsi go korwa amaboko buna na sabuluni na amache male. Kobwata gotanga 20 May 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002528_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002460,psa_2026_002529,Agriculture,en,guz,The KEPHIS reminds livestock keepers to vaccinate livestock according to the county schedule.,KEPHIS nigo ekoragereria abanto ba chikooperati go kobwata chinsa chia ching'ombe buna schedule ya county. Ororagererio rwa rero rwatangire buna. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002529_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002461,psa_2026_002529,Agriculture,en,guz,Act before 8 May 2026 to avoid penalties.,County Department of Agriculture nigo ekoransia abagori go goserera ebirimo bikonyora omuya bw'omwaka oyo. Ororagererio rwa rero rwatangire buna. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002529_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002462,psa_2026_002529,Agriculture,en,guz,Further updates will be shared through official government platforms.,NDMA nigo ekoragereria abanto ba chikooperati go goserera ebirimo bikonyora omuya bw'omwaka oyo. Rituko: 23 April 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002529_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.769813+00:00""}"
guz_tpl_002463,psa_2026_002530,Agriculture,en,guz,The KEPHIS reminds traders to vaccinate livestock according to the county schedule.,"KEPHIS nigo ekoiria abahini go kobwata chinsa chia ching'ombe buna schedule ya county. Kobwata gotanga 14 June 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002530_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002464,psa_2026_002530,Agriculture,en,guz,The public is hereby informed to disregard rumours not issued through official channels.,ADVISORY. Ministry of Agriculture nigo ekoiria abanto ba chikooperati go goserera ebirimo bikonyora omuya bw'omwaka oyo. Ororagererio rwa rero rwatangire buna. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002530_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002465,psa_2026_002531,Education,en,guz,TSC: Candidates are advised to complete HELB loan applications before the deadline.,"TSC nigo ekoiria ababeri na abarori go korusia application chia HELB mbere ya rituko. Korusia goika chinsa 7. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002531_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002466,psa_2026_002531,Education,en,guz,Failure to comply may attract penalties under applicable laws.,KUCCPS nigo ekoiria ababeri na abarori go korusia ebirengo bia chisuomi goika portal ya goseka. Kobwata gotanga 13 October 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002531_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002467,psa_2026_002532,Agriculture,en,guz,County Department of Agriculture: Livestock keepers are advised to avoid fake fertiliser and buy only from licensed agrovets.,ADVISORY. County Department of Agriculture nigo ekoiria abanto ba chikooperati go goserera ebirimo bikonyora omuya bw'omwaka oyo. Korusia goika chinsa 7. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002532_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002468,psa_2026_002532,Agriculture,en,guz,Further updates will be shared through official government platforms.,"NDMA nigo ekoransia abagori go goserera ebirimo bikonyora omuya bw'omwaka oyo. Kobwata gotanga 18 March 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002532_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002469,psa_2026_002533,Education,en,guz,TSC advises candidates to confirm school placement results on the official portal in Kisumu County.,TSC nigo ekoragereria abakuru ba chisuomi go korusia ebirengo bia chisuomi goika portal ya goseka. Ororagererio rwa rero rwatangire buna. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002533_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002470,psa_2026_002533,Education,en,guz,The public is hereby informed to disregard rumours not issued through official channels.,KNEC nigo ekoiria abakori ba emebero go korusia ebirengo bia chisuomi goika portal ya goseka. Rituko: 18 May 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002533_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002471,psa_2026_002534,Governance,en,guz,The IEBC reminds job applicants to submit required documents at the nearest Huduma Centre.,ADVISORY. IEBC nigo ekoiria abakori ba emebero go korusia ebirengo viao goika portal ya goseka. Rituko: 9 March 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002534_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002472,psa_2026_002534,Governance,en,guz,Registration closes on 13 July 2026.,Kenya Revenue Authority nigo ekoransia abakori ba emebero go korusia ebirengo viao goika portal ya goseka. Rituko: 20 January 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002534_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002473,psa_2026_002534,Governance,en,guz,Failure to comply may attract penalties under applicable laws.,"IEBC nigo ekoiria abanto bonsi go korusia ebirengo viao goika portal ya goseka. Ororagererio rwa rero rwatangire buna. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002534_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002474,psa_2026_002535,Education,en,guz,The HELB reminds students to avoid exam malpractice and report any malpractice attempts.,HELB nigo ekoiria ababeri na abarori go korusia ebirengo bia chisuomi goika portal ya goseka. Ororagererio rwa rero rwatangire buna. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002535_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002475,psa_2026_002535,Education,en,guz,The public is hereby informed to disregard rumours not issued through official channels.,ALERT. KNEC nigo ekoransia abakori ba emebero go korusia ebirengo bia chisuomi goika portal ya goseka goika Nairobi County. Korusia goika chinsa 7. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002535_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002476,psa_2026_002536,Security,en,guz,Kenya Wildlife Service warns farmers in arid areas to keep children away from flooded rivers and open drains in Turkana County.,Kenya Wildlife Service nigo ekoiria abanto bonsi go gokora amachiko a emechoro na gotiga gotanga. Kobwata gotanga 1 December 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002536_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002477,psa_2026_002536,Security,en,guz,Failure to comply may attract penalties under applicable laws.,NDMA nigo ekoiria abanto bonsi go gokora amachiko a emechoro na gotiga gotanga. Kobwata gotanga 4 May 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002536_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002478,psa_2026_002537,Security,en,guz,NTSA: Motorists are advised to report suspicious activity to the nearest police station.,ALERT. NTSA nigo ekoransia abarori ba emechoro go gokora amachiko a emechoro na gotiga gotanga goika Nyamira County. Rituko: 10 December 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002537_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002479,psa_2026_002537,Security,en,guz,Failure to comply may attract penalties under applicable laws.,"ADVISORY. Kenya Meteorological Department nigo ekoiria abarori ba emechoro go gokora amachiko a emechoro na gotiga gotanga. Kobwata gotanga 25 August 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002537_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002480,psa_2026_002538,Security,en,guz,Ministry of Interior warns drivers to use only designated crossing points during heavy rains.,"Ministry of Interior nigo ekoragereria abari ba emechoro go gokora amachiko a emechoro na gotiga gotanga. Korusia goika chinsa 7. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002538_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002481,psa_2026_002538,Security,en,guz,Failure to comply may attract penalties under applicable laws.,ALERT. National Police Service nigo ekoransia abari ba emechoro go gokora amachiko a emechoro na gotiga gotanga goika Kisumu County. Rituko: 15 February 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_002538_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
guz_tpl_002482,psa_2026_002539,Agriculture,en,guz,Ministry of Agriculture warns livestock keepers to vaccinate livestock according to the county schedule.,ALERT. Ministry of Agriculture nigo ekoransia abagori go kobwata chinsa chia ching'ombe buna schedule ya county goika Mombasa County. Ororagererio rwa rero rwatangire buna. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_002539_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.770820+00:00""}"
